,Width,Height,Roi.X1,Roi.Y1,Roi.X2,Roi.Y2,ClassId,Path
21133,53,53,6,5,48,48,13,Train/13/00013_00022_00013.png
32365,87,80,7,8,80,73,31,Train/31/00031_00009_00025.png
21884,74,67,7,6,68,61,13,Train/13/00013_00047_00014.png
24982,58,61,5,6,53,56,17,Train/17/00017_00017_00022.png
7456,42,42,5,5,37,37,4,Train/4/00004_00033_00016.png
3629,74,72,7,7,68,66,2,Train/2/00002_00027_00029.png
12211,27,27,6,6,22,22,8,Train/8/00008_00002_00001.png
10260,27,27,6,6,21,21,5,Train/5/00005_00061_00000.png
5551,37,36,6,5,32,31,3,Train/3/00003_00017_00001.png
15573,34,34,6,6,29,29,10,Train/10/00010_00018_00003.png
34318,50,56,6,6,44,50,35,Train/35/00035_00003_00029.png
36856,31,31,6,5,26,26,38,Train/38/00038_00028_00017.png
7238,42,43,6,5,37,38,4,Train/4/00004_00026_00008.png
28577,110,100,10,9,101,91,25,Train/25/00025_00003_00017.png
14553,31,29,6,6,26,24,9,Train/9/00009_00033_00003.png
13963,44,43,6,5,38,38,9,Train/9/00009_00013_00013.png
24164,35,36,5,6,30,31,16,Train/16/00016_00004_00014.png
2847,100,100,9,9,92,92,2,Train/2/00002_00001_00027.png
5706,30,31,5,5,25,26,3,Train/3/00003_00022_00006.png
36920,38,42,5,5,33,37,38,Train/38/00038_00030_00021.png
36797,32,34,5,6,27,29,38,Train/38/00038_00026_00018.png
30510,27,26,5,5,22,20,26,Train/26/00026_00018_00000.png
26341,39,33,5,5,34,28,18,Train/18/00018_00026_00001.png
28966,43,42,5,6,38,37,25,Train/25/00025_00016_00016.png
37557,93,92,8,9,85,84,38,Train/38/00038_00051_00028.png
16283,53,52,6,5,48,47,10,Train/10/00010_00041_00023.png
35785,73,73,7,7,66,67,36,Train/36/00036_00012_00026.png
14939,137,147,12,12,126,134,9,Train/9/00009_00045_00029.png
9943,38,38,6,6,33,33,5,Train/5/00005_00050_00013.png
18830,52,55,6,6,47,50,12,Train/12/00012_00015_00020.png
686,98,98,9,9,89,90,1,Train/1/00001_00003_00026.png
8551,26,28,5,6,21,23,5,Train/5/00005_00004_00001.png
5321,35,34,6,5,30,29,3,Train/3/00003_00009_00011.png
37126,51,51,6,5,46,46,38,Train/38/00038_00037_00017.png
14066,64,64,6,5,59,59,9,Train/9/00009_00016_00026.png
28971,54,52,5,5,48,47,25,Train/25/00025_00016_00021.png
15365,35,32,6,5,30,27,10,Train/10/00010_00011_00005.png
37097,68,69,6,6,62,63,38,Train/38/00038_00036_00018.png
36012,38,39,5,6,33,34,38,Train/38/00038_00000_00013.png
31451,50,46,5,6,44,40,29,Train/29/00029_00003_00011.png
9953,49,50,5,6,44,45,5,Train/5/00005_00050_00023.png
463,38,39,5,6,32,33,0,Train/0/00000_00003_00013.png
16398,49,50,6,5,44,45,10,Train/10/00010_00045_00018.png
14321,36,36,5,5,31,31,9,Train/9/00009_00025_00011.png
19240,47,46,5,6,41,40,12,Train/12/00012_00029_00010.png
27326,100,91,8,8,92,83,22,Train/22/00022_00000_00026.png
28528,171,156,14,13,157,143,25,Train/25/00025_00001_00028.png
5962,55,57,5,5,49,51,3,Train/3/00003_00030_00022.png
14808,36,38,5,5,31,33,9,Train/9/00009_00041_00018.png
38388,52,49,5,5,47,44,40,Train/40/00040_00000_00019.png
6516,35,35,6,6,30,30,4,Train/4/00004_00002_00006.png
32079,51,43,6,5,46,38,31,Train/31/00031_00000_00009.png
11878,69,70,6,7,63,64,7,Train/7/00007_00038_00028.png
35584,33,34,5,6,28,29,36,Train/36/00036_00006_00005.png
25581,31,29,5,6,26,23,18,Train/18/00018_00000_00021.png
4475,34,32,6,6,28,27,2,Train/2/00002_00056_00005.png
30662,42,44,5,6,37,39,27,Train/27/00027_00003_00002.png
4507,30,31,5,6,25,26,2,Train/2/00002_00057_00007.png
5094,46,47,5,6,41,42,3,Train/3/00003_00001_00024.png
22877,47,55,5,6,42,50,14,Train/14/00014_00008_00017.png
29509,80,70,7,6,73,64,25,Train/25/00025_00034_00019.png
9585,36,38,5,6,31,33,5,Train/5/00005_00038_00015.png
16919,74,80,6,8,68,73,10,Train/10/00010_00062_00029.png
5543,48,49,5,5,42,43,3,Train/3/00003_00016_00023.png
11935,40,40,5,5,35,35,7,Train/7/00007_00040_00025.png
31934,43,40,5,5,38,35,30,Train/30/00030_00010_00014.png
32455,84,75,8,7,77,69,31,Train/31/00031_00012_00025.png
214,27,28,5,6,22,23,20,Train/20/00020_00007_00004.png
27591,64,57,5,6,59,52,22,Train/22/00022_00009_00021.png
10313,53,54,5,5,48,49,6,Train/6/00006_00000_00023.png
31320,35,32,6,5,30,27,28,Train/28/00028_00017_00000.png
23238,81,86,8,8,73,79,14,Train/14/00014_00020_00018.png
18300,32,31,6,5,27,26,11,Train/11/00011_00042_00000.png
27372,44,43,5,6,39,38,22,Train/22/00022_00002_00012.png
19196,64,64,5,5,59,59,12,Train/12/00012_00027_00026.png
38219,31,32,5,6,26,27,39,Train/39/00039_00005_00000.png
12147,46,50,5,6,40,45,7,Train/7/00007_00047_00027.png
8154,46,52,6,6,41,47,4,Train/4/00004_00056_00024.png
208,84,71,8,6,76,64,20,Train/20/00020_00006_00028.png
31909,74,68,6,7,68,62,30,Train/30/00030_00009_00019.png
34998,52,51,6,5,47,46,35,Train/35/00035_00026_00019.png
20499,33,35,5,5,28,29,13,Train/13/00013_00001_00009.png
6944,37,39,6,5,32,34,4,Train/4/00004_00016_00014.png
14911,31,33,5,5,25,28,9,Train/9/00009_00045_00001.png
4827,92,88,8,7,84,81,2,Train/2/00002_00067_00027.png
10054,29,29,5,6,24,24,5,Train/5/00005_00054_00004.png
2680,55,61,5,6,50,56,1,Train/1/00001_00070_00010.png
27141,60,57,5,5,55,52,21,Train/21/00021_00005_00021.png
1402,55,56,5,5,50,51,1,Train/1/00001_00027_00022.png
4281,45,45,5,5,40,40,2,Train/2/00002_00049_00021.png
11208,56,56,6,6,51,51,7,Train/7/00007_00016_00018.png
7083,27,30,5,5,22,25,4,Train/4/00004_00021_00003.png
36141,46,49,5,5,41,44,38,Train/38/00038_00004_00022.png
22598,40,38,6,6,34,33,13,Train/13/00013_00071_00008.png
6491,46,46,6,6,41,41,4,Train/4/00004_00001_00011.png
17706,53,52,5,6,48,47,11,Train/11/00011_00022_00006.png
5435,30,30,5,5,24,24,3,Train/3/00003_00013_00005.png
34289,27,25,6,5,21,20,35,Train/35/00035_00003_00000.png
11220,29,29,5,5,24,24,7,Train/7/00007_00017_00000.png
29644,31,30,5,6,25,24,25,Train/25/00025_00039_00004.png
5169,36,36,5,5,30,30,3,Train/3/00003_00004_00009.png
25471,27,27,5,5,22,22,17,Train/17/00017_00034_00001.png
24295,101,101,9,9,93,93,16,Train/16/00016_00008_00025.png
23351,32,33,5,5,27,27,14,Train/14/00014_00024_00011.png
13331,37,39,5,6,32,34,8,Train/8/00008_00039_00011.png
1180,54,56,6,6,49,51,1,Train/1/00001_00020_00010.png
27313,48,47,5,6,43,41,22,Train/22/00022_00000_00013.png
17006,42,44,6,6,37,39,10,Train/10/00010_00065_00026.png
9215,31,28,5,5,25,23,5,Train/5/00005_00026_00005.png
18672,45,38,5,5,40,33,12,Train/12/00012_00010_00012.png
29940,43,41,6,6,38,36,25,Train/25/00025_00049_00000.png
11088,39,40,6,6,34,35,7,Train/7/00007_00012_00018.png
14073,28,29,6,5,23,24,9,Train/9/00009_00017_00003.png
19167,103,103,9,9,94,94,12,Train/12/00012_00026_00027.png
4392,36,36,5,5,31,31,2,Train/2/00002_00053_00012.png
2337,97,94,9,8,89,86,1,Train/1/00001_00058_00027.png
36362,26,26,5,5,21,21,38,Train/38/00038_00012_00003.png
22749,45,46,5,6,39,40,14,Train/14/00014_00004_00009.png
39005,29,29,5,5,24,24,42,Train/42/00042_00001_00006.png
36139,44,46,6,5,39,41,38,Train/38/00038_00004_00020.png
12985,45,38,6,5,40,33,8,Train/8/00008_00027_00025.png
29375,55,50,6,6,50,45,25,Train/25/00025_00030_00005.png
35017,33,33,6,6,27,28,35,Train/35/00035_00027_00008.png
4520,53,54,5,6,48,49,2,Train/2/00002_00057_00020.png
21521,55,61,6,5,50,56,13,Train/13/00013_00035_00011.png
20046,41,40,5,5,35,35,12,Train/12/00012_00056_00006.png
8575,60,62,6,6,54,57,5,Train/5/00005_00004_00025.png
13930,36,38,5,6,30,32,9,Train/9/00009_00012_00010.png
30398,60,53,6,5,55,48,26,Train/26/00026_00014_00008.png
21977,50,53,6,6,45,48,13,Train/13/00013_00050_00017.png
37602,35,35,6,6,30,30,38,Train/38/00038_00053_00013.png
5334,55,56,5,5,50,51,3,Train/3/00003_00009_00024.png
9381,43,44,6,6,38,39,5,Train/5/00005_00031_00021.png
21696,63,58,5,6,58,53,13,Train/13/00013_00041_00006.png
13473,29,33,5,6,24,27,8,Train/8/00008_00044_00003.png
8870,47,46,6,5,42,41,5,Train/5/00005_00014_00020.png
27035,35,33,6,6,30,28,21,Train/21/00021_00002_00005.png
35957,68,70,6,7,62,64,37,Train/37/00037_00005_00018.png
38308,103,110,9,10,94,101,39,Train/39/00039_00007_00029.png
865,57,58,5,6,52,53,1,Train/1/00001_00009_00025.png
30039,36,33,5,6,31,28,26,Train/26/00026_00002_00009.png
17249,83,80,7,8,76,73,11,Train/11/00011_00006_00029.png
16774,33,33,6,6,28,28,10,Train/10/00010_00058_00004.png
19023,34,34,5,5,29,29,12,Train/12/00012_00022_00003.png
5108,34,35,6,6,29,29,3,Train/3/00003_00002_00008.png
5093,46,45,6,6,40,40,3,Train/3/00003_00001_00023.png
5663,48,47,6,5,43,42,3,Train/3/00003_00020_00023.png
29639,109,99,10,9,100,91,25,Train/25/00025_00038_00029.png
14344,54,52,6,6,49,46,9,Train/9/00009_00026_00004.png
932,28,29,5,5,23,24,1,Train/1/00001_00012_00002.png
20264,35,37,5,5,30,32,12,Train/12/00012_00063_00014.png
6770,48,49,6,6,43,44,4,Train/4/00004_00010_00020.png
25916,96,88,9,8,88,80,18,Train/18/00018_00011_00026.png
20185,70,70,6,6,64,64,12,Train/12/00012_00060_00025.png
38034,68,72,6,6,62,66,38,Train/38/00038_00067_00025.png
1272,38,37,5,6,33,32,1,Train/1/00001_00023_00012.png
10927,35,36,5,6,30,31,7,Train/7/00007_00007_00007.png
38145,57,62,6,5,52,57,39,Train/39/00039_00002_00016.png
18946,46,43,6,5,41,38,12,Train/12/00012_00019_00016.png
16656,34,34,5,5,29,29,10,Train/10/00010_00054_00006.png
35247,42,50,5,6,36,45,35,Train/35/00035_00034_00028.png
12616,41,38,6,5,36,33,8,Train/8/00008_00015_00016.png
32883,27,27,5,5,22,22,32,Train/32/00032_00001_00003.png
6185,28,28,6,5,23,23,3,Train/3/00003_00038_00005.png
30507,82,69,7,6,75,63,26,Train/26/00026_00017_00027.png
32956,37,38,6,5,32,33,32,Train/32/00032_00003_00016.png
9234,47,41,5,6,41,35,5,Train/5/00005_00026_00024.png
33935,31,33,5,6,25,28,34,Train/34/00034_00005_00006.png
7672,46,46,5,5,41,41,4,Train/4/00004_00040_00022.png
6602,45,43,6,5,39,38,4,Train/4/00004_00005_00002.png
8771,41,41,6,5,36,36,5,Train/5/00005_00011_00011.png
33003,29,29,6,6,23,24,32,Train/32/00032_00005_00003.png
23312,36,38,5,6,31,33,14,Train/14/00014_00023_00002.png
4148,31,29,6,6,26,24,2,Train/2/00002_00045_00008.png
19373,56,61,5,5,51,56,12,Train/12/00012_00033_00023.png
32529,47,45,5,6,42,40,31,Train/31/00031_00015_00009.png
22030,37,34,5,6,32,29,13,Train/13/00013_00052_00010.png
35345,29,30,6,6,24,25,35,Train/35/00035_00038_00006.png
22823,72,73,7,6,66,67,14,Train/14/00014_00006_00023.png
3634,32,33,5,5,27,28,2,Train/2/00002_00028_00004.png
4198,56,68,5,7,51,62,2,Train/2/00002_00046_00028.png
29763,37,34,6,5,32,29,25,Train/25/00025_00043_00003.png
9356,52,51,5,5,47,46,5,Train/5/00005_00030_00026.png
34492,64,64,5,6,58,59,35,Train/35/00035_00009_00023.png
29899,112,100,10,9,103,92,25,Train/25/00025_00047_00019.png
10551,39,43,5,5,34,38,6,Train/6/00006_00008_00021.png
8457,72,75,7,6,66,69,5,Train/5/00005_00000_00027.png
17901,30,45,5,5,24,40,11,Train/11/00011_00028_00021.png
37043,54,57,5,5,49,52,38,Train/38/00038_00034_00024.png
12503,58,57,6,5,53,52,8,Train/8/00008_00011_00023.png
36574,32,32,6,6,27,27,38,Train/38/00038_00019_00005.png
15805,58,58,6,5,53,53,10,Train/10/00010_00025_00025.png
19721,54,54,6,6,49,49,12,Train/12/00012_00045_00011.png
32782,58,57,6,6,52,51,31,Train/31/00031_00023_00022.png
19751,34,36,6,6,29,31,12,Train/12/00012_00046_00011.png
17578,125,111,11,10,115,102,11,Train/11/00011_00017_00028.png
27863,74,69,6,7,68,63,23,Train/23/00023_00005_00023.png
34635,44,43,6,5,39,38,35,Train/35/00035_00014_00016.png
26515,55,52,6,6,50,46,18,Train/18/00018_00031_00025.png
22635,72,71,7,6,66,65,14,Train/14/00014_00000_00015.png
35052,38,39,5,5,33,34,35,Train/35/00035_00028_00013.png
1262,33,32,5,6,27,27,1,Train/1/00001_00023_00002.png
9470,38,41,5,5,33,36,5,Train/5/00005_00034_00020.png
24628,64,66,5,6,59,60,17,Train/17/00017_00005_00028.png
32789,107,98,10,8,98,90,31,Train/31/00031_00023_00029.png
12063,29,29,6,6,23,24,7,Train/7/00007_00045_00003.png
34566,34,35,5,5,29,30,35,Train/35/00035_00012_00007.png
11093,46,47,6,6,41,42,7,Train/7/00007_00012_00023.png
11056,47,47,6,6,42,42,7,Train/7/00007_00011_00016.png
39180,28,27,6,5,23,22,42,Train/42/00042_00007_00001.png
31096,50,46,5,5,45,41,28,Train/28/00028_00009_00016.png
8166,32,32,6,6,27,27,4,Train/4/00004_00057_00006.png
31426,51,47,5,6,46,42,29,Train/29/00029_00002_00016.png
37901,32,33,5,6,27,28,38,Train/38/00038_00063_00012.png
7025,35,35,5,5,30,30,4,Train/4/00004_00019_00005.png
5911,29,28,6,6,23,22,3,Train/3/00003_00029_00001.png
17919,59,54,5,5,54,49,11,Train/11/00011_00029_00009.png
20082,46,47,6,5,41,42,12,Train/12/00012_00057_00012.png
14130,27,29,6,6,22,24,9,Train/9/00009_00019_00000.png
17619,36,32,5,6,31,27,11,Train/11/00011_00019_00009.png
8455,63,63,6,6,58,58,5,Train/5/00005_00000_00025.png
6257,35,35,5,5,30,30,3,Train/3/00003_00040_00017.png
26760,65,57,6,6,60,52,19,Train/19/00019_00000_00000.png
17012,27,27,5,6,22,21,10,Train/10/00010_00066_00002.png
3668,41,41,6,6,36,36,2,Train/2/00002_00029_00008.png
35921,34,33,6,6,28,28,37,Train/37/00037_00004_00012.png
34592,28,28,6,6,23,23,35,Train/35/00035_00013_00003.png
794,69,64,7,5,62,59,1,Train/1/00001_00007_00014.png
13692,35,35,5,5,30,30,9,Train/9/00009_00004_00012.png
22426,52,47,6,6,47,42,13,Train/13/00013_00065_00016.png
28111,75,69,6,7,69,63,23,Train/23/00023_00014_00001.png
27980,59,55,5,6,54,50,23,Train/23/00023_00009_00020.png
26810,58,54,5,5,53,48,19,Train/19/00019_00001_00020.png
28402,79,71,7,6,72,65,24,Train/24/00024_00006_00022.png
6965,30,32,5,6,25,27,4,Train/4/00004_00017_00005.png
23526,32,33,6,6,26,28,15,Train/15/00015_00004_00006.png
20392,63,58,6,6,58,53,12,Train/12/00012_00067_00022.png
36154,30,31,6,5,25,26,38,Train/38/00038_00005_00005.png
8009,117,111,10,9,107,102,4,Train/4/00004_00051_00029.png
12375,40,41,5,6,35,36,8,Train/8/00008_00007_00015.png
18563,71,70,7,6,65,64,12,Train/12/00012_00006_00023.png
20002,60,58,5,5,55,53,12,Train/12/00012_00054_00022.png
18813,36,37,6,5,31,32,12,Train/12/00012_00015_00003.png
23573,48,48,6,6,43,43,15,Train/15/00015_00005_00023.png
13573,43,42,5,5,38,37,9,Train/9/00009_00000_00013.png
4325,33,33,5,6,27,28,2,Train/2/00002_00051_00005.png
39047,37,37,5,5,32,32,42,Train/42/00042_00002_00018.png
37034,35,37,5,5,30,32,38,Train/38/00038_00034_00015.png
23304,81,95,8,9,74,87,14,Train/14/00014_00022_00024.png
4663,44,45,5,5,39,40,2,Train/2/00002_00062_00013.png
15263,69,68,7,6,63,62,10,Train/10/00010_00007_00023.png
21490,39,37,6,6,33,31,13,Train/13/00013_00034_00010.png
5639,49,48,5,6,44,43,3,Train/3/00003_00019_00029.png
28752,35,35,5,5,30,30,25,Train/25/00025_00009_00012.png
35452,56,56,5,6,50,51,36,Train/36/00036_00001_00023.png
25595,47,44,5,6,42,39,18,Train/18/00018_00001_00005.png
20980,54,48,6,5,49,43,13,Train/13/00013_00017_00010.png
10125,40,41,5,6,35,36,5,Train/5/00005_00056_00015.png
18870,31,32,6,6,26,27,12,Train/12/00012_00017_00000.png
29123,74,69,6,6,68,63,25,Train/25/00025_00021_00023.png
32582,55,51,5,6,49,46,31,Train/31/00031_00017_00002.png
24944,32,32,6,6,27,27,17,Train/17/00017_00016_00014.png
29777,55,51,5,5,50,46,25,Train/25/00025_00043_00017.png
12960,26,27,6,6,21,22,8,Train/8/00008_00027_00000.png
37091,58,56,6,5,53,51,38,Train/38/00038_00036_00012.png
16225,58,61,5,6,53,56,10,Train/10/00010_00039_00025.png
36998,30,35,5,6,25,30,38,Train/38/00038_00033_00009.png
22061,50,49,5,6,45,44,13,Train/13/00013_00053_00011.png
18502,33,27,6,5,28,22,12,Train/12/00012_00004_00022.png
5669,61,60,5,5,56,55,3,Train/3/00003_00020_00029.png
21905,53,48,6,6,47,43,13,Train/13/00013_00048_00005.png
38387,51,49,5,6,46,44,40,Train/40/00040_00000_00018.png
6137,41,43,6,6,36,38,3,Train/3/00003_00036_00017.png
16506,32,32,5,5,27,27,10,Train/10/00010_00049_00006.png
22890,25,27,5,5,20,22,14,Train/14/00014_00009_00000.png
2581,32,33,5,6,27,28,1,Train/1/00001_00067_00001.png
34280,43,44,6,5,38,38,35,Train/35/00035_00002_00021.png
21154,29,34,6,5,23,28,13,Train/13/00013_00023_00004.png
21128,49,49,6,5,44,44,13,Train/13/00013_00022_00008.png
15156,28,29,5,5,23,23,10,Train/10/00010_00004_00006.png
16261,27,26,6,5,22,21,10,Train/10/00010_00041_00001.png
36228,51,52,5,5,46,47,38,Train/38/00038_00007_00019.png
74,45,44,6,6,40,39,20,Train/20/00020_00002_00014.png
37525,48,51,6,6,43,46,38,Train/38/00038_00050_00026.png
37717,34,37,5,6,28,31,38,Train/38/00038_00057_00008.png
6016,67,71,6,7,61,65,3,Train/3/00003_00032_00016.png
35753,62,63,5,5,57,57,36,Train/36/00036_00011_00024.png
6038,30,32,6,6,25,27,3,Train/3/00003_00033_00008.png
19686,35,35,6,6,30,30,12,Train/12/00012_00044_00006.png
4865,29,30,5,5,24,25,2,Train/2/00002_00069_00005.png
39202,49,50,6,5,44,45,42,Train/42/00042_00007_00023.png
14369,141,136,12,12,129,125,9,Train/9/00009_00026_00029.png
27565,84,78,8,7,76,71,22,Train/22/00022_00008_00025.png
17240,45,41,6,5,40,36,11,Train/11/00011_00006_00020.png
35164,29,30,5,6,24,25,35,Train/35/00035_00032_00005.png
6313,37,38,5,5,32,33,3,Train/3/00003_00042_00013.png
19359,42,47,6,6,37,42,12,Train/12/00012_00033_00009.png
22076,115,105,10,10,105,96,13,Train/13/00013_00053_00026.png
380,57,54,6,5,51,49,0,Train/0/00000_00000_00020.png
16623,37,37,6,6,32,32,10,Train/10/00010_00053_00003.png
7986,33,33,5,6,28,28,4,Train/4/00004_00051_00006.png
37066,42,44,6,6,37,39,38,Train/38/00038_00035_00017.png
38610,27,31,6,6,22,26,40,Train/40/00040_00008_00001.png
23120,73,73,7,7,67,67,14,Train/14/00014_00016_00020.png
7503,31,30,6,5,26,25,4,Train/4/00004_00035_00003.png
22157,56,53,5,5,51,47,13,Train/13/00013_00056_00017.png
5617,34,36,5,6,29,31,3,Train/3/00003_00019_00007.png
18299,122,110,11,10,112,101,11,Train/11/00011_00041_00029.png
16820,53,54,5,6,48,49,10,Train/10/00010_00059_00020.png
9061,30,29,5,5,24,24,5,Train/5/00005_00021_00001.png
8107,37,34,5,6,32,29,4,Train/4/00004_00055_00007.png
38461,39,38,6,6,33,33,40,Train/40/00040_00003_00002.png
14711,38,38,6,5,33,32,9,Train/9/00009_00038_00011.png
2082,43,43,5,6,38,37,1,Train/1/00001_00050_00012.png
11359,45,43,6,5,40,38,7,Train/7/00007_00021_00019.png
16150,32,30,6,5,27,25,10,Train/10/00010_00037_00010.png
25718,87,82,7,8,80,75,18,Train/18/00018_00005_00008.png
30456,34,32,6,6,29,27,26,Train/26/00026_00016_00006.png
4264,30,30,5,5,25,25,2,Train/2/00002_00049_00004.png
1129,74,75,7,7,68,68,1,Train/1/00001_00018_00019.png
2020,40,40,5,5,35,35,1,Train/1/00001_00048_00010.png
23838,41,45,6,5,36,40,15,Train/15/00015_00014_00018.png
20718,56,65,6,5,51,59,13,Train/13/00013_00008_00018.png
20206,47,49,5,5,42,44,12,Train/12/00012_00061_00016.png
24034,55,57,6,6,50,52,16,Train/16/00016_00000_00004.png
15247,35,36,6,6,30,31,10,Train/10/00010_00007_00007.png
9048,36,35,6,6,31,30,5,Train/5/00005_00020_00018.png
8465,28,29,5,5,22,23,5,Train/5/00005_00001_00005.png
24548,29,30,6,6,24,25,17,Train/17/00017_00003_00008.png
2980,31,33,5,6,26,28,2,Train/2/00002_00006_00010.png
22892,28,30,5,5,23,25,14,Train/14/00014_00009_00002.png
25518,32,33,6,6,27,28,17,Train/17/00017_00035_00018.png
26945,39,38,5,6,34,33,19,Train/19/00019_00006_00005.png
34867,39,39,5,5,34,34,35,Train/35/00035_00022_00008.png
13085,28,29,5,6,23,24,8,Train/8/00008_00031_00005.png
6935,30,34,5,6,24,28,4,Train/4/00004_00016_00005.png
23166,47,47,6,5,42,42,14,Train/14/00014_00018_00006.png
32915,32,31,6,5,27,26,32,Train/32/00032_00002_00005.png
36796,30,30,6,5,25,25,38,Train/38/00038_00026_00017.png
9432,33,36,6,6,28,30,5,Train/5/00005_00033_00012.png
8056,52,50,6,6,47,45,4,Train/4/00004_00053_00016.png
20520,38,36,6,5,33,31,13,Train/13/00013_00002_00000.png
19404,108,108,9,9,99,99,12,Train/12/00012_00034_00024.png
5584,34,33,6,5,29,28,3,Train/3/00003_00018_00004.png
9401,31,32,6,6,26,27,5,Train/5/00005_00032_00011.png
6925,43,43,5,5,38,37,4,Train/4/00004_00015_00025.png
23086,53,53,6,6,48,48,14,Train/14/00014_00015_00016.png
16845,37,33,6,5,31,28,10,Train/10/00010_00060_00015.png
11411,34,33,6,5,29,28,7,Train/7/00007_00023_00011.png
17144,51,45,6,6,45,40,11,Train/11/00011_00003_00014.png
24757,31,30,6,5,25,25,17,Train/17/00017_00010_00007.png
16833,27,28,5,6,22,22,10,Train/10/00010_00060_00003.png
9091,34,35,5,6,29,30,5,Train/5/00005_00022_00001.png
24257,36,37,5,5,31,32,16,Train/16/00016_00007_00017.png
24302,28,29,5,6,23,24,16,Train/16/00016_00009_00002.png
13276,38,38,5,5,33,33,8,Train/8/00008_00037_00016.png
24609,32,33,5,6,27,28,17,Train/17/00017_00005_00009.png
11969,69,72,6,7,63,66,7,Train/7/00007_00041_00029.png
12687,68,64,7,6,62,59,8,Train/8/00008_00017_00027.png
26918,37,33,6,5,32,28,19,Train/19/00019_00005_00008.png
32525,46,42,6,6,40,36,31,Train/31/00031_00015_00005.png
33794,48,53,6,6,43,48,34,Train/34/00034_00000_00015.png
20932,114,105,10,10,104,96,13,Train/13/00013_00015_00022.png
7776,30,31,5,5,25,26,4,Train/4/00004_00044_00006.png
23933,57,55,6,5,51,49,15,Train/15/00015_00017_00023.png
30492,41,36,5,6,35,30,26,Train/26/00026_00017_00012.png
13400,45,45,6,6,40,40,8,Train/8/00008_00041_00020.png
24489,32,32,6,6,27,27,17,Train/17/00017_00001_00009.png
6534,63,64,6,5,58,59,4,Train/4/00004_00002_00024.png
6902,29,31,5,6,24,25,4,Train/4/00004_00015_00002.png
15421,35,35,5,5,30,30,10,Train/10/00010_00013_00001.png
9584,36,36,6,6,30,31,5,Train/5/00005_00038_00014.png
18032,34,34,6,6,29,28,11,Train/11/00011_00033_00002.png
21886,81,70,7,6,74,64,13,Train/13/00013_00047_00016.png
9115,69,69,7,7,63,63,5,Train/5/00005_00022_00025.png
6224,36,36,6,6,31,31,3,Train/3/00003_00039_00014.png
11380,40,40,5,5,35,35,7,Train/7/00007_00022_00010.png
29146,63,59,5,6,58,54,25,Train/25/00025_00022_00016.png
29388,83,74,7,6,76,68,25,Train/25/00025_00030_00018.png
17837,97,84,8,7,89,77,11,Train/11/00011_00026_00017.png
32246,60,57,5,5,55,52,31,Train/31/00031_00005_00026.png
17440,48,45,6,5,43,40,11,Train/11/00011_00013_00010.png
6644,39,40,5,5,34,35,4,Train/4/00004_00006_00014.png
21313,48,45,5,5,43,40,13,Train/13/00013_00028_00013.png
11966,58,59,5,6,53,54,7,Train/7/00007_00041_00026.png
12407,42,43,5,6,37,38,8,Train/8/00008_00008_00017.png
33709,58,58,6,6,53,53,33,Train/33/00033_00020_00020.png
35951,54,54,5,5,48,48,37,Train/37/00037_00005_00012.png
20794,40,43,6,6,35,38,13,Train/13/00013_00011_00004.png
28560,54,59,5,6,49,54,25,Train/25/00025_00003_00000.png
27627,57,56,5,5,52,51,22,Train/22/00022_00010_00027.png
23909,66,67,6,6,60,61,15,Train/15/00015_00016_00029.png
25728,113,105,10,10,104,96,18,Train/18/00018_00005_00018.png
32430,31,31,5,6,26,26,31,Train/31/00031_00012_00000.png
33366,76,76,6,6,70,70,33,Train/33/00033_00009_00006.png
3543,28,27,5,5,22,22,2,Train/2/00002_00025_00003.png
10864,35,36,5,6,30,31,7,Train/7/00007_00005_00004.png
15629,124,121,10,11,114,111,10,Train/10/00010_00019_00029.png
9238,53,45,6,6,48,40,5,Train/5/00005_00026_00028.png
12229,43,41,6,6,38,36,8,Train/8/00008_00002_00019.png
38905,55,55,6,6,49,49,41,Train/41/00041_00005_00026.png
8631,58,59,5,6,53,54,5,Train/5/00005_00006_00021.png
7149,33,32,6,5,27,27,4,Train/4/00004_00023_00009.png
8556,30,30,6,5,25,25,5,Train/5/00005_00004_00006.png
35520,28,29,6,5,23,24,36,Train/36/00036_00004_00001.png
17669,168,148,14,13,154,136,11,Train/11/00011_00020_00029.png
17684,44,38,6,6,39,33,11,Train/11/00011_00021_00014.png
252,35,35,5,5,30,30,20,Train/20/00020_00008_00012.png
20628,52,46,6,5,47,41,13,Train/13/00013_00005_00018.png
13469,75,74,6,6,69,68,8,Train/8/00008_00043_00029.png
34417,32,33,6,6,27,28,35,Train/35/00035_00007_00008.png
12541,32,32,6,6,27,27,8,Train/8/00008_00013_00001.png
14763,41,43,5,6,36,38,9,Train/9/00009_00040_00003.png
37350,28,30,5,6,23,25,38,Train/38/00038_00045_00001.png
4034,31,31,5,5,25,26,2,Train/2/00002_00041_00014.png
31957,36,36,5,6,30,31,30,Train/30/00030_00011_00007.png
12473,52,52,5,5,47,47,8,Train/8/00008_00010_00023.png
11523,28,29,6,5,23,24,7,Train/7/00007_00027_00003.png
31346,105,95,9,9,96,87,28,Train/28/00028_00017_00026.png
2251,38,40,5,5,33,35,1,Train/1/00001_00056_00001.png
5204,39,39,5,5,34,34,3,Train/3/00003_00005_00014.png
11064,59,60,5,5,54,55,7,Train/7/00007_00011_00024.png
17775,45,42,6,6,40,37,11,Train/11/00011_00024_00015.png
